	Calb2_tdTpositive_cell_19	Calb2_tdTpositive_cell_20	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_35	Calb2_tdTpositive_cell_41	Calb2_tdTpositive_cell_55	Calb2_tdTpositive_cell_56	Chrna2_tdTpositive_cell_14	Chrna2_tdTpositive_cell_24	Chrna2_tdTpositive_cell_47	Chrna2_tdTpositive_cell_51	Chrna2_tdTpositive_cell_52	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_56	Chrna2_tdTpositive_cell_57	Ctgf_tdTpositive_cell_10	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_31	Gad2_tdTpositive_cell_44	Htr3a_tdTpositive_cell_41	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_59	Htr3a_tdTpositive_cell_65	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_80	Htr3a_tdTpositive_cell_88	Htr3a_tdTpositive_cell_104	Nr5a1_tdTpositive_cell_39	Nr5a1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_15	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTnegative_cell_29	Ntsr1_tdTnegative_cell_32	Ntsr1_tdTnegative_cell_41	PvalbD.Slc32a1_tdTpositive_cell_10	PvalbD.Slc32a1_tdTpositive_cell_15	PvalbD.Slc32a1_tdTpositive_cell_42	Rbp4_tdTpositive_cell_54	Rorb_tdTpositive_cell_35	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg3_tdTnegative_cell_1	Sst_tdTpositive_cell_1	Sst_tdTpositive_cell_3	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_6	Sst_tdTpositive_cell_9	Sst_tdTpositive_cell_19	Sst_tdTpositive_cell_37	Sst_tdTpositive_cell_62	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_78	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_83	Sst_tdTpositive_cell_88	Vip_tdTpositive_cell_1	Vip_tdTpositive_cell_2	Vip_tdTpositive_cell_16	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_48	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_61	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_21	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_33	CAV_LP_Ipsi_tdTpos_cell_38	CAV_LP_Ipsi_tdTpos_cell_39
Slc30a4	0.0	0.0	0.0	0.0	82.48	19.14	0.0	0.02	0.0	0.11	5.95	0.0	20.55	72.06	0.36	10.46	0.07	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	82.87	33.46	0.0	0.0	16.74	34.15	36.19	5.09	0.0	0.0	2.02	0.0	0.0	0.0	0.0	4.85	24.47	0.06	118.85	0.0	0.0	35.61	0.0	16.56	0.0	0.0	0.0	0.0	0.0	4.14	2.84	24.75	5.82	0.0	0.0	17.19	0.0	53.65	0.0	64.75	0.09	40.59	73.75	0.1	0.0	20.84	9.31	11.58	3.36	15.19	4.46	5.21	12.99	15.73	6.4	4.95	42.23	0.0	0.0	28.28	0.16	0.0	0.0	0.0	70.34	0.0	0.0
Snrpb	0.0	0.0	2.92	0.0	18.36	0.0	240.37	192.3	77.49	157.57	5.24	0.43	133.42	207.35	78.24	264.15	229.04	0.0	426.97	353.0	0.0	196.33	41.21	488.27	83.25	0.0	0.0	207.93	0.0	47.08	14.97	0.0	192.58	0.65	166.55	36.05	385.94	12.5	105.09	178.87	295.62	0.36	0.0	0.0	1.77	158.38	0.31	22.12	632.25	0.0	48.98	1.86	54.35	349.96	200.79	0.29	0.0	0.0	183.93	8.47	207.41	1.12	373.11	159.24	0.0	0.0	0.34	0.0	0.0	513.74	196.58	184.37	6.11	0.35	96.16	159.62	157.33	182.7	92.93	175.55	151.98	86.84	91.23	87.6	63.87	312.77	192.26	0.0	207.39	0.27	188.16	347.82	16.93	141.74	0.0	124.78
Sphkap	104.47	120.02	13.34	27.41	8.15	0.0	0.0	0.02	0.05	0.0	23.9	0.0	19.16	0.0	21.91	7.38	0.0	0.0	0.0	34.32	0.0	0.0	0.0	116.47	0.0	31.88	14.6	53.77	142.09	12.68	106.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6	0.0	0.1	0.0	0.0	39.48	0.0	15.64	13.26	17.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.02	0.0	0.0	0.0	0.0	0.0	68.43	0.08	0.19	0.08	290.45	3.82	0.3	4.9	7.51	0.21	0.08	0.17	12.0	4.78	4.93	3.23	5.44	11.53	11.33	8.14	5.64	5.11	4.99	0.0	0.0	0.0	0.04	1.12	0.0	0.0	0.0	0.0	0.0	0.0
Spna2	35.23	55.09	77.06	48.36	42.36	23.43	55.81	15.62	38.78	31.76	15.44	28.31	46.94	27.23	44.17	6.53	74.46	135.03	5.01	42.86	4.9	9.0	98.14	15.03	132.26	0.1	97.03	55.35	0.42	162.17	60.62	25.33	61.8	14.56	30.45	27.43	0.2	132.37	46.06	49.56	113.86	0.1	0.0	21.88	53.1	25.48	76.43	118.74	0.07	68.36	4.56	169.21	31.98	74.1	91.15	0.12	75.4	58.82	21.09	0.03	76.95	12.43	35.89	122.57	1.01	107.46	0.05	107.03	0.1	7.16	47.53	29.37	23.57	114.93	54.17	39.87	51.28	53.61	48.17	36.91	45.01	55.17	49.26	49.64	48.85	63.41	0.04	51.25	0.36	14.97	2.28	25.02	52.75	72.56	97.36	99.16
Sprn	0.18	67.71	0.0	5.54	138.6	0.0	0.0	39.68	5.04	0.0	48.41	0.0	0.0	0.0	0.0	0.0	22.39	0.0	0.0	61.89	0.0	0.0	0.0	227.47	0.0	0.0	21.6	0.0	48.9	241.26	52.65	0.61	0.0	0.0	2.75	0.0	0.08	36.42	73.54	0.21	0.0	0.0	0.0	0.0	0.22	62.73	101.48	0.09	0.09	0.0	0.0	0.0	0.63	0.0	0.0	0.0	10.37	0.0	0.0	5.9	0.0	35.7	5.99	194.52	0.0	0.69	26.1	2.11	0.0	0.15	0.0	0.15	182.71	0.36	56.0	33.32	53.12	45.48	44.06	40.19	25.54	29.43	43.38	49.15	24.16	173.61	40.43	3.99	35.41	20.66	0.0	47.68	167.16	14.47	14.55	92.95
Strbp	69.05	124.06	76.63	157.95	45.92	43.22	116.28	17.39	80.13	24.56	50.57	14.15	23.08	28.58	13.95	26.5	18.94	0.27	68.87	141.45	0.44	21.26	144.09	97.76	60.62	248.42	65.72	122.24	1.23	109.39	84.43	121.91	228.63	112.78	111.33	74.74	11.39	13.36	44.64	69.03	1.11	0.51	0.07	65.65	69.64	122.27	81.3	254.19	0.26	33.87	75.0	143.56	32.58	64.67	95.46	14.12	192.62	30.45	64.99	131.67	53.58	36.91	23.4	108.39	22.93	78.4	0.17	252.19	93.91	21.23	31.33	134.26	141.44	19.14	176.19	131.7	107.1	138.92	122.6	165.08	84.11	289.37	171.86	182.32	111.74	195.07	85.32	45.25	45.82	44.8	12.74	37.79	49.56	198.65	320.11	186.69
Stxbp5l	3.42	58.65	0.21	60.66	0.16	0.47	0.23	0.03	23.37	9.2	0.05	17.01	8.15	0.85	0.0	0.0	0.0	0.05	0.15	13.35	0.03	0.07	0.0	4.46	0.19	0.64	0.2	4.51	0.1	44.45	13.03	42.56	60.68	18.28	9.27	4.61	3.54	52.36	8.58	0.11	0.05	0.03	0.0	18.49	0.91	10.08	2.46	2.36	0.12	0.12	62.03	0.2	0.79	41.32	3.52	0.23	0.88	0.14	11.36	12.66	12.34	4.34	3.84	34.32	0.14	0.09	0.0	29.7	41.42	1.26	4.25	26.9	27.16	0.26	17.38	33.29	25.79	28.04	9.86	21.72	21.53	18.37	17.77	17.8	5.46	2.93	28.37	25.31	38.18	57.2	5.91	8.27	14.01	29.29	56.89	27.61
Sult4a1	70.43	186.31	239.73	0.0	274.99	56.45	0.0	0.1	98.28	230.35	181.64	201.69	78.07	289.6	130.18	157.12	307.09	0.0	273.99	63.47	0.0	217.99	374.64	0.0	523.82	0.18	316.32	183.83	0.41	349.12	69.77	162.14	373.79	120.46	270.54	195.53	157.87	120.78	173.58	96.74	0.0	0.17	0.12	125.12	614.54	77.14	152.85	335.66	0.12	0.0	0.75	354.38	265.22	366.72	80.72	0.27	195.07	0.17	134.42	291.02	247.81	355.53	0.41	83.77	567.76	83.89	6.93	237.73	0.67	245.58	335.32	21.75	1.16	1.28	253.45	383.98	265.28	317.86	273.84	282.14	213.21	182.75	269.03	262.99	227.03	227.4	12.81	136.53	79.99	225.61	22.61	45.18	20.42	384.75	150.46	106.94
Sv2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.76	0.0	106.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.16	0.0	0.0	0.0	214.76	67.95	65.69	71.25	73.29	78.39	36.93	56.2	24.9	95.9	141.34	0.0	0.14	0.0	0.0	0.0	0.0	162.14	151.73	0.05	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.22	0.23	0.06	0.1	0.08	0.1	2.72	0.03	0.07	0.0	0.09	0.49	0.31	0.0	122.66	94.57	103.62	91.38	89.9	133.22	85.92	249.69	166.21	194.14	30.46	47.29	102.0	1.79	103.63	128.54	15.23	17.43	46.01	55.51	11.35	122.88
Synj1	134.81	124.01	57.66	201.17	63.05	108.93	229.95	4.97	69.93	128.42	134.98	63.87	91.08	39.87	62.08	64.38	1.75	0.0	6.06	38.95	0.0	151.47	62.85	69.28	101.88	148.02	69.6	144.29	21.11	99.79	96.47	81.03	83.44	118.69	90.31	16.07	50.78	25.58	66.53	45.38	11.04	63.34	0.0	70.81	2.91	47.17	82.21	80.48	0.0	0.0	90.67	3.96	56.12	130.9	88.32	0.0	51.8	77.21	83.7	155.73	128.65	71.17	109.72	24.98	19.93	31.58	0.0	14.16	101.18	266.13	0.14	134.62	144.04	142.39	65.45	58.8	63.05	80.97	84.12	81.2	59.93	87.33	63.65	67.11	37.15	90.8	167.47	248.27	94.77	150.74	54.52	134.31	136.73	74.37	165.51	161.39
Tbc1d30	0.0	3.34	2.24	0.0	0.1	0.08	0.0	17.0	2.74	0.96	7.66	0.0	7.98	7.66	0.07	2.86	1.72	0.0	0.0	1.87	0.02	22.75	0.07	0.0	0.0	0.0	9.08	0.07	0.0	16.9	5.03	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.06	0.0	0.0	0.0	14.12	0.0	3.16	0.0	0.26	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	85.3	28.38	1.04	5.17	6.15	0.05	1.4	15.93	0.0	0.0	0.0	15.87	0.14	0.0	0.0	3.68	0.1	0.07	1.73	0.5	3.14	0.7	0.04	3.04	1.54	2.64	2.21	3.44	2.3	0.0	5.53	0.0	0.0	0.0	0.0	0.05	0.0	0.0	2.17	0.0
Tmem56	0.0	0.0	0.0	0.0	25.07	0.0	0.0	0.0	3.53	0.0	7.71	0.0	19.39	0.04	14.09	16.78	0.0	0.0	0.0	0.0	0.0	32.96	1.48	23.7	0.0	0.0	66.66	152.05	0.0	70.59	17.3	4.78	43.65	12.12	25.9	0.0	29.23	0.04	7.4	0.0	0.11	101.36	0.0	7.94	0.0	0.0	0.64	0.44	0.05	0.0	9.3	0.0	5.82	95.76	41.25	0.0	0.06	0.0	15.1	92.52	17.25	0.0	11.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	29.02	0.09	0.06	27.22	18.47	19.35	12.28	21.18	18.93	25.92	29.41	30.33	27.3	18.1	102.7	4.33	0.09	0.0	0.05	0.0	19.65	46.28	71.27	0.0	77.24
Tmem59l	231.11	257.04	918.58	189.17	385.2	780.32	1436.63	451.79	253.84	915.66	604.86	819.32	323.76	133.36	381.72	181.09	420.65	0.0	402.18	344.35	0.0	622.31	257.01	1573.93	1145.58	515.76	760.18	204.52	614.76	944.21	640.29	860.41	613.69	328.62	299.85	296.81	372.46	625.26	238.93	810.59	0.45	1.64	0.19	542.37	615.59	529.17	417.29	436.1	0.0	0.0	488.31	22.13	582.02	286.25	689.45	0.43	268.18	9.12	640.41	640.84	460.35	683.54	89.34	1181.99	1739.99	210.97	557.54	429.76	519.4	59.85	967.64	253.72	731.96	1463.88	520.03	511.42	512.14	631.73	562.84	720.79	591.16	301.11	424.44	382.8	597.7	568.93	510.54	351.18	635.93	577.38	101.2	1.04	1.31	234.93	345.24	254.29
Tollip	104.97	0.0	90.52	0.0	0.0	0.0	140.61	59.43	6.96	8.54	0.0	54.65	22.9	97.51	46.03	26.12	0.0	0.13	0.0	138.93	0.0	0.0	0.0	0.12	277.71	43.89	1.32	0.0	0.13	37.8	28.7	50.72	32.45	28.77	84.48	0.62	28.37	8.62	114.34	46.08	0.0	424.23	0.07	0.78	5.74	0.45	87.45	74.89	0.0	0.0	0.0	21.2	0.0	57.91	0.0	0.0	6.11	0.0	19.58	24.05	38.0	86.17	2.59	0.3	3.63	1.03	0.0	2.92	219.26	0.0	0.0	33.97	0.15	2.15	47.44	48.13	42.97	63.28	62.32	41.53	32.5	62.05	64.1	50.14	0.08	200.08	185.42	2.65	0.06	0.0	1.54	12.48	9.67	0.0	39.13	125.27
Ubb	27274.27	24653.97	32253.84	31101.69	22411.72	29483.88	32217.54	21672.21	20218.34	26369.78	22992.92	24295.56	23643.7	22375.33	24982.51	20333.36	21338.17	12984.39	30998.2	24485.02	17960.85	26773.0	33033.08	31728.87	31088.98	25558.22	26403.94	25108.46	29035.09	16832.11	24511.55	21621.73	25844.87	23412.52	23054.95	24219.75	28296.97	24584.39	23474.28	25229.84	24007.8	29549.68	17647.37	24908.66	22345.67	24985.78	21409.23	22569.29	25061.72	16375.04	25025.58	31623.03	24390.2	31415.92	25642.0	27320.03	23293.24	24504.19	22793.45	22835.11	30046.08	25997.06	30412.88	32576.6	32905.97	23996.95	34072.44	35368.68	33803.89	31243.31	38561.98	34059.86	33756.05	28092.24	22834.05	21780.28	23278.26	21183.01	22371.99	21898.78	24268.31	28133.08	27147.21	27451.26	21209.97	27898.6	31907.29	31090.16	29072.44	29214.82	35026.92	33691.16	30646.34	24676.01	26060.03	24061.78
Zfp148	0.0	6.31	49.59	18.4	0.0	0.0	0.0	0.01	0.56	0.0	0.04	2.14	0.02	0.0	0.0	0.0	0.73	6.97	0.0	32.76	0.0	5.67	0.0	0.53	9.36	255.26	0.94	38.91	0.0	10.68	12.41	0.0	50.05	1.22	27.01	105.92	25.05	9.71	8.21	17.38	0.0	12.93	0.0	19.01	4.32	0.32	11.78	10.08	0.0	0.0	8.8	0.0	8.71	28.95	11.47	0.0	27.83	0.0	5.72	0.0	23.0	0.7	0.03	0.0	38.17	0.0	0.0	40.99	1.29	1.43	0.0	0.05	53.52	134.72	10.41	12.18	19.9	17.95	13.56	13.37	14.98	18.81	13.3	14.87	20.1	110.66	0.03	4.43	0.05	2.08	45.68	4.48	3.86	3.42	7.74	11.64
Zmynd11	14.76	228.22	7.3	4.06	0.0	87.52	0.0	29.78	50.03	7.08	2.92	10.05	22.07	0.31	0.0	5.23	42.34	205.58	0.0	78.91	62.77	54.27	0.0	169.11	0.21	28.85	85.74	11.32	425.03	55.76	35.89	98.59	42.36	114.1	23.16	0.0	30.42	5.09	77.09	50.16	0.0	0.1	0.0	0.0	21.52	0.0	94.47	15.51	0.0	66.33	27.92	292.52	10.08	94.25	0.11	4.75	4.22	0.0	1.75	35.15	21.16	9.16	0.16	104.15	0.0	73.99	0.0	45.27	100.79	0.12	21.05	0.0	144.52	18.01	47.04	49.64	50.68	50.21	40.45	32.92	43.76	60.02	57.1	49.21	105.07	80.22	46.04	20.11	23.81	19.65	29.43	48.44	76.09	69.71	183.56	94.0
Znfx1	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	54.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.06	0.0	6.01	0.0	0.0	14.42	0.0	0.0	0.0	3.06	0.0	24.4	20.39	0.0	0.0	2.99	0.24	2.27	21.48	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	8.59	0.0	0.0	0.0	0.0	2.82	0.0	0.0	0.0	0.0	0.0	13.83	0.0	0.0	0.0	6.99	0.0	0.0	0.0	0.0	0.0	82.52	0.0	47.83	0.0	0.0	0.0	2.96	3.04	8.85	6.93	3.36	11.92	4.73	8.0	4.99	5.41	13.82	49.85	0.0	0.0	0.03	6.24	0.0	0.0	0.0	0.0	0.0	0.0
mt_AK136262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	86.5	0.34	8.78	0.14	75.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	20.23	0.0	0.0	76.79	6.05	4.31	26.54	0.1	20.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.77	9.86	261.93	46.91	165.57	50.19	19.33	8.22	0.19	1.6	0.18	0.61	1.14	52.84	0.09	5.83	4.5	2.02	0.0	0.01	16.34	0.16
mt_AK142003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	86.5	0.34	8.78	0.14	75.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	20.23	0.0	0.0	76.79	6.05	4.31	26.54	0.1	20.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.77	9.86	261.93	46.91	165.57	50.19	19.33	8.22	0.19	1.6	0.18	0.61	1.14	52.84	0.09	5.83	4.5	2.02	0.0	0.01	16.34	0.16
mt_AK166798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	86.5	0.34	8.78	0.14	75.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	20.23	0.0	0.0	76.79	6.05	4.31	26.54	0.1	20.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.77	9.86	261.93	46.91	165.57	50.19	19.33	8.22	0.19	1.6	0.18	0.61	1.14	52.84	0.09	5.83	4.5	2.02	0.0	0.01	16.34	0.16
mt_AK166978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	86.5	0.34	8.78	0.14	75.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	20.23	0.0	0.0	76.79	6.05	4.31	26.54	0.1	20.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.77	9.86	261.93	46.91	165.57	50.19	19.33	8.22	0.19	1.6	0.18	0.61	1.14	52.84	0.09	5.83	4.5	2.02	0.0	0.01	16.34	0.16
